Ном		Стпт		Фстрт		Шстр		ндлн		фдлн		шлдн
1396		6		6		0		17		11		0
6883		62		62		0		160		160		0
1990		2		0		0		50		50		0
8857		416		416		0		131		131		0
7916		255		255		0		157		157		0
1321		7		7		0		0		0		0
7406		218		214		0		33		33		0
7397		65		65		0		149		149		0
289		4		4		0		35		35		0
2299		2		2		0		0		0		0
6667		2		2		0		61		61		0
6934		9		9		0		46		46		0
4732		11		11		0		76		76		0
2357		8		8		0		162		162		0
2005		2		2		0		0		0		0
8563		363		363		0		29		29		0
2062		9		9		0		175		175		0
7509		207		207		0		148		148		0
2343		7		7		0		190		190		0
7325		80		80		0		0		0		0
5091		9		9		0		61		61		0
5984		2		2		0		51		51		0
5404		11		11		0		176		176		0
6513		6		6		0		0		0		0
3407		15		5		0		40		40		0
3161		5		5		0		0		0		0
8608		575		575		0		0		0		0
4962		347		347		0		88		88		0
4062		204		204		0		137		54		0
184		10		10		0		79		79		0
3623		6		6		0		195		195		0
3176		1		1		0		0		0		0
1539		4		4		0		6		6		0
8336		420		420		0		147		147		0
2652		174		174		0		189		189		0
2246		3		3		0		164		164		0
2549		3		3		0		0		0		0
6791		120		120		0		147		147		0
2694		55		55		0		59		59		0
1869		5		5		0		15		15		0
2230		10		10		0		44		44		0
6453		17		1		0		4		4		0
4527		6		0		0		1		1		0
8324		311		311		0		105		36		0
7403		198		198		0		103		103		0
2224		189		189		0		0		0		0
1745		11		11		0		174		174		0
718		1		1		0		0		0		0
4017		4		4		0		110		110		0
3516		10		0		0		172		172		0
7917		97		97		0		89		89		0
6399		9		9		0		79		45		0
6973		16		16		0		9		9		0
6942		11		11		0		0		0		0
6511		9		9		0		20		3		0
9761		793		793		0		0		0		0
9721		792		792		0		0		0		0
2529		10		10		0		141		46		0
9632		151		151		0		29		29		0
5798		8		8		0		14		14		0
192		4		4		0		0		0		0
5415		9		9		0		138		138		0
9276		610		610		0		178		120		0
8908		470		470		0		138		138		0
89		1		1		0		86		86		0
8295		293		293		0		172		172		0
4666		102		102		0		182		182		0
2988		10		10		0		83		83		0
7001		183		183		0		89		89		0
4409		1		1		0		176		143		0
4899		3		3		0		89		89		0
5584		5		0		0		73		73		0
9227		1		1		0		0		0		0
6818		148		148		0		167		159		0
3058		120		120		0		20		20		0
26		3		3		0		113		113		0
9598		501		501		0		115		115		0
7235		206		206		0		78		78		0
113		6		6		0		200		200		0
4105		11		11		0		149		149		0
4508		2		2		0		43		43		0
4316		186		186		0		120		120		0
2047		1		1		0		180		180		0
9201		490		490		0		7		7		0
2651		182		182		0		6		6		0
1463		1		1		0		159		45		0
2553		7		7		0		167		167		0
9015		305		305		0		178		178		0
8144		157		157		0		143		143		0
1136		7		7		0		141		141		0
3257		9		9		0		13		13		0
5336		135		135		0		191		191		0
4431		11		11		0		0		0		0
4816		6		6		0		127		127		0
5668		2		0		0		139		139		0
9009		232		218		0		29		29		0
6376		155		150		0		68		68		0
1337		6		6		0		144		144		0
8308		67		67		0		0		0		0
5284		8		8		0		53		53		0
2133		6		6		0		0		0		0
5188		3		3		0		0		0		0
8075		8		8		0		11		11		0
9354		700		700		0		47		6		0
6163		4		4		0		0		0		0
9205		548		548		0		148		148		0
9058		382		382		0		0		0		0
1851		184		184		0		191		191		0
982		2		2		0		172		172		0
4239		1		1		0		67		67		0
8715		264		264		0		116		116		0
7162		191		191		0		71		2		0
6672		9		9		0		182		182		0
9025		373		373		0		172		172		0
5532		291		291		0		80		80		0
426		3		3		0		39		39		0
2863		146		146		0		143		143		0
2124		143		143		0		0		0		0
27		8		8		0		126		126		0
5269		244		244		0		67		67		0
1142		11		11		0		196		5		0
4349		231		231		0		11		6		0
3541		206		206		0		17		17		0
1585		11		11		0		185		185		0
6589		2		2		0		0		0		0
6558		6		6		0		115		115		0
9004		459		459		0		49		23		0
6744		88		88		0		196		196		0
1586		2		2		0		78		78		0
2364		2		2		0		24		24		0
7360		237		237		0		82		82		0
3290		168		168		0		26		26		0
502		2		2		0		165		165		0
2135		2		2		0		59		59		0
1231		1		1		0		0		0		0
7082		223		223		0		8		8		0
5527		218		218		0		0		0		0
1470		11		11		0		197		197		0
3035		6		0		0		3		3		0
3148		7		7		0		198		198		0
5876		9		9		0		0		0		0
8755		348		348		0		105		105		0
8512		344		344		0		0		0		0
7930		147		141		0		194		194		0
627		1		1		0		103		103		0
6052		141		141		0		0		0		0
4467		9		9		0		123		123		0
5356		7		7		0		16		16		0
7167		88		88		0		0		0		0
5790		2		0		0		81		81		0
6529		11		11		0		0		0		0
5637		4		4		0		0		0		0
8446		6		0		0		194		194		0
8826		281		281		0		107		97		0
7801		196		196		0		82		82		0
6832		194		194		0		0		0		0
1854		165		165		0		27		27		0
1041		99		99		0		64		64		0
517		1		1		0		92		92		0
3044		4		4		0		38		38		0
5136		2		2		0		57		57		0
5692		11		11		0		36		36		0
6593		10		10		0		149		149		0
2590		5		0		0		5		5		0
3973		10		10		0		138		138		0
5827		9		9		0		0		0		0
6752		100		100		0		1		1		0
6650		12		12		0		86		5		0
20		11		11		0		0		0		0
7472		91		91		0		81		38		0
5749		6		6		0		0		0		0
7345		11		11		0		71		71		0
9922		757		757		0		200		200		0
9812		598		598		0		157		157		0
9649		220		220		0		90		77		0
1050		2		2		0		200		200		0
8586		86		86		0		108		108		0
1075		6		6		0		0		0		0
5548		8		8		0		69		69		0
1357		2		2		0		172		172		0
4456		216		216		0		0		0		0
3633		216		216		0		0		0		0
2329		38		38		0		174		174		0
914		1		1		0		30		30		0
2366		10		10		0		82		82		0
2422		2		2		0		123		123		0
9351		573		573		0		24		24		0
1257		10		10		0		0		0		0
8536		407		407		0		164		164		0
8348		266		266		0		135		135		0
5242		190		190		0		66		35		0
3658		174		174		0		9		9		0
1864		111		111		0		58		58		0
360		7		7		0		102		102		0
6651		1		1		0		74		74		0
7078		10		10		0		0		0		0
7010		330		330		0		142		18		0
3563		322		322		0		0		0		0
2986		194		194		0		118		104		0
1002		2		2		0		67		67		0
2530		6		6		0		186		186		0
2283		3		3		0		134		110		0
9951		599		599		0		115		115		0
4007		146		146		0		150		150		0
41		6		6		0		94		94		0
353		7		7		0		43		43		0
2342		129		129		0		8		8		0
1289		3		3		0		124		84		0
2892		2		2		0		140		140		0
5920		109		109		0		130		114		0
763		2		2		0		101		101		0
7606		297		297		0		23		23		0
3863		152		152		0		143		143		0
1947		1		1		0		141		141		0
7681		277		277		0		150		150		0
4026		2		2		0		192		192		0
4729		2		0		0		67		67		0
7199		144		144		0		127		127		0
5225		10		10		0		127		127		0
9367		498		498		0		101		101		0
4532		296		296		0		200		200		0
4458		180		180		0		106		106		0
4235		176		176		0		0		0		0
1495		2		0		0		169		169		0
2363		7		7		0		171		171		0
3697		7		7		0		0		0		0
5957		61		61		0		35		35		0
4399		57		57		0		0		0		0
2983		4		4		0		52		52		0
9457		349		349		0		46		46		0
9444		165		165		0		180		180		0
5877		118		118		0		0		0		0
2971		10		0		0		0		0		0
3466		1		0		0		116		116		0
7674		8		8		0		151		151		0
4848		4		4		0		124		124		0
9978		455		455		0		196		196		0
5664		170		170		0		42		42		0
607		11		11		0		126		126		0
1397		2		2		0		163		163		0
4363		8		0		0		2		2		0
9697		169		169		0		0		0		0
5059		7		7		0		159		159		0
9479		6		6		0		0		0		0
9039		428		428		0		17		17		0
8560		149		149		0		113		113		0
1483		3		3		0		140		140		0
6738		426		426		0		0		0		0
3651		341		341		0		83		83		0
3270		215		215		0		116		116		0
1812		6		0		0		31		31		0
2186		11		11		0		200		200		0
2483		6		6		0		48		48		0
5391		19		19		0		200		200		0
4086		9		9		0		0		0		0
8322		189		189		0		0		0		0
7754		184		184		0		0		0		0
5655		5		5		0		173		173		0
9783		101		101		0		0		0		0
8281		100		100		0		0		0		0
7064		44		44		0		55		55		0
5841		10		10		0		32		32		0
8516		5		5		0		105		105		0
9996		2035		1114		72759		0		0		0
9870		657		657		0		0		0		0
979		7		7		0		148		148		0
1935		2		2		0		0		0		0
4927		276		271		0		60		60		0
4385		89		89		0		182		182		0
2597		1		0		0		88		88		0
2624		10		10		0		34		2		0
2943		2		2		0		70		70		0
9220		491		491		0		162		162		0
8783		204		204		0		34		34		0
644		11		0		0		190		160		0
5477		139		139		0		4		4		0
1406		4		4		0		135		135		0
3684		6		6		0		128		128		0
4961		9		9		0		33		33		0
7874		481		481		0		0		0		0
5088		118		118		0		108		108		0
856		7		7		0		102		102		0
6152		410		406		0		61		61		0
5120		211		211		0		195		195		0
1500		41		41		0		163		59		0
609		5		5		0		36		19		0
1524		8		0		0		16		16		0
6028		6		6		0		129		44		0
7356		2		0		0		152		152		0
5303		4		4		0		44		44		0
7070		87		87		0		133		133		0
6924		1		1		0		77		77		0
9661		368		361		0		0		0		0
9593		208		208		0		153		153		0
1720		9		9		0		193		110		0
4681		6		6		0		0		0		0
7099		10		10		0		191		1		0
8909		8		8		0		136		103		0
8924		378		378		0		149		149		0
7652		185		185		0		189		57		0
3892		9		9		0		61		61		0
4039		1		1		0		183		183		0
5910		11		11		0		0		0		0
6918		5		5		0		0		0		0
9544		322		322		0		50		14		0
8051		156		156		0		160		160		0
4265		16		16		0		22		17		0
635		9		9		0		0		0		0
514		6		6		0		0		0		0
2471		4		4		0		128		128		0
2494		1		1		0		155		155		0
9778		747		747		0		183		183		0
3043		96		96		0		32		32		0
1309		57		57		0		31		31		0
389		2		2		0		46		46		0
3351		182		182		0		0		0		0
3025		5		5		0		167		167		0
9769		682		682		0		62		62		0
3072		4		4		0		107		107		0
5329		23		23		0		157		157		0
3643		2		2		0		18		18		0
3820		4		0		0		171		171		0
9386		586		586		0		86		86		0
5093		73		73		0		0		0		0
952		4		4		0		63		63		0
6932		45		45		0		68		68		0
2249		5		5		0		36		36		0
143		2		2		0		0		0		0
4357		13		13		0		30		30		0
3236		9		9		0		0		0		0
8038		513		513		0		69		69		0
6102		157		157		0		165		165		0
2487		3		3		0		90		90		0
3525		7		7		0		148		134		0
3905		3		0		0		189		189		0
7470		390		390		0		120		120		0
6908		215		215		0		172		172		0
6272		85		85		0		123		123		0
1714		3		3		0		80		80		0
6568		10		10		0		0		0		0
9190		202		202		0		12		12		0
7109		5		5		0		193		193		0
8724		88		88		0		7		7		0
7159		8		8		0		75		75		0
7495		9		9		0		0		0		0
9995		1990		1108		46746		42		6		0
9984		782		782		0		146		146		0
315		9		9		0		155		155		0
9238		318		310		0		52		52		0
715		10		0		0		137		137		0
5651		292		292		0		11		11		0
1248		211		211		0		81		81		0
709		2		2		0		199		199		0
5291		2		2		0		65		65		0
8653		228		228		0		0		0		0
6367		168		168		0		53		53		0
3604		10		10		0		158		158		0
5632		3		3		0		135		135		0
5822		6		6		0		90		90		0
5958		10		10		0		0		0		0
7139		5		5		0		115		115		0
8298		284		284		0		26		26		0
7115		275		275		0		0		0		0
6101		183		183		0		85		85		0
2052		114		114		0		63		63		0
668		6		6		0		101		101		0
7416		8		8		0		58		58		0
9198		82		82		0		161		145		0
4674		5		5		0		67		67		0
9956		777		777		0		0		0		0
8981		265		265		0		99		99		0
875		7		7		0		4		4		0
755		7		7		0		0		0		0
1369		115		115		0		150		150		0
1245		7		7		0		99		99		0
9259		504		504		0		62		62		0
9130		283		283		0		140		140		0
2693		57		57		0		1		1		0
109		10		10		0		41		41		0
444		2		2		0		46		46		0
735		9		9		0		0		0		0
5330		188		180		0		87		87		0
2044		8		0		0		6		6		0
4617		1		0		0		180		180		0
2613		192		192		0		3		3		0
2119		5		5		0		180		180		0
8581		10		10		0		9		9		0
9097		85		85		0		176		176		0
2344		15		15		0		68		68		0
1194		6		6		0		0		0		0
1028		5		5		0		0		0		0
2467		1		1		0		12		12		0
8558		393		393		0		111		111		0
7615		210		210		0		178		178		0
577		4		4		0		192		192		0
7349		167		167		0		35		35		0
4818		140		140		0		27		27		0
266		10		10		0		125		125		0
9808		110		110		0		19		19		0
3443		1		1		0		0		0		0
7515		3		3		0		102		83		0
5128		10		10		0		0		0		0
8289		450		450		0		18		18		0
5357		112		112		0		0		0		0
3373		10		10		0		97		97		0
7855		249		249		0		194		194		0
6196		149		149		0		94		94		0
3724		7		7		0		133		107		0
3840		6		6		0		190		190		0
7904		351		351		0		21		21		0
7885		325		325		0		21		21		0
5602		36		36		0		24		24		0
4418		5		5		0		26		26		0
7633		243		243		0		74		74		0
7391		218		218		0		22		22		0
4627		152		152		0		62		62		0
4515		11		11		0		136		136		0
3608		6		6		0		0		0		0
346		6		6		0		0		0		0
1414		9		0		0		0		0		0
3213		8		8		0		23		23		0
9900		731		731		0		9		8		0
9470		583		583		0		142		142		0
569		5		0		0		139		139		0
9414		573		566		0		0		0		0
8274		521		521		0		45		45		0
217		7		0		0		0		0		0
3146		10		10		0		20		20		0
8205		323		323		0		197		197		0
8001		322		187		0		0		0		0
363		8		8		0		123		123		0
3041		144		144		0		170		43		0
440		8		8		0		135		135		0
6237		173		173		0		85		85		0
6103		2		2		0		169		169		0
3585		1		1		0		0		0		0
3616		11		11		0		44		44		0
4788		11		11		0		45		45		0
5164		11		11		0		45		45		0
7351		3		3		0		69		69		0
5859		119		119		0		116		116		0
815		11		11		0		104		104		0
8518		304		304		0		16		16		0
8193		253		253		0		48		48		0
4996		139		139		0		49		49		0
3431		5		5		0		128		128		0
4396		6		6		0		55		55		0
7493		202		199		0		44		44		0
5956		11		11		0		188		188		0
9328		129		129		0		0		0		0
1559		47		39		0		56		2		0
864		3		0		0		39		39		0
6873		97		97		0		24		24		0
1995		2		2		0		0		0		0
2203		8		8		0		82		82		0
9717		614		614		0		154		154		0
9623		444		444		0		166		166		0
7531		170		170		0		0		0		0
666		7		7		0		162		162		0
9226		301		301		0		138		138		0
6458		140		140		0		0		0		0
1202		8		8		0		20		20		0
4969		3		3		0		137		137		0
4610		122		122		0		171		171		0
2752		1		1		0		115		31		0
8228		181		181		0		25		25		0
6258		58		58		0		123		123		0
2566		4		4		0		47		47		0
7974		64		64		0		24		24		0
2722		4		4		0		50		50		0
6095		3		3		0		72		72		0
7202		2		2		0		70		70		0
9446		546		546		0		48		48		0
7498		209		209		0		0		0		0
3207		6		6		0		199		199		0
8462		382		382		0		0		0		0
8273		309		304		0		67		67		0
371		10		10		0		0		0		0
3401		229		225		0		65		65		0
451		2		0		0		79		79		0
3278		170		170		0		55		55		0
1127		5		5		0		2		2		0
1987		7		7		0		156		156		0
7230		275		275		0		29		29		0
4166		159		159		0		109		56		0
3969		9		9		0		143		143		0
3799		4		0		0		2		2		0
7657		4		0		0		25		25		0
3548		158		158		0		18		18		0
2996		5		5		0		150		150		0
5498		72		72		0		77		39		0
5009		9		9		0		58		58		0
9415		377		377		0		162		162		0
9245		80		80		0		37		37		0
49		5		5		0		65		65		0
2834		11		0		0		0		0		0
5358		206		206		0		165		165		0
964		4		4		0		81		81		0
2053		96		96		0		104		104		0
1336		4		4		0		86		86		0
5047		7		7		0		44		44		0
8958		583		583		0		182		182		0
8893		527		527		0		52		52		0
8825		399		399		0		128		128		0
758		10		10		0		190		190		0
8073		110		110		0		95		95		0
1502		104		104		0		4		4		0
350		5		5		0		94		94		0
7575		73		73		0		59		59		0
1600		8		8		0		60		60		0
8666		315		315		0		74		12		0
6602		177		177		0		133		133		0
2840		11		11		0		160		115		0
5518		105		105		0		121		121		0
5285		11		11		0		87		87		0
7656		6		6		0		24		24		0
9875		665		665		0		88		88		0
9161		118		118		0		142		142		0
3624		58		58		0		57		57		0
1100		7		0		0		45		45		0
8705		10		10		0		64		64		0
9322		428		428		0		85		85		0
4193		120		120		0		85		85		0
643		16		8		0		35		35		0
579		6		6		0		2		2		0
3149		1		0		0		119		119		0
8926		187		187		0		92		92		0
2207		3		3		0		79		79		0
8138		128		128		0		57		57		0
2426		106		102		0		22		22		0
1518		11		11		0		91		91		0
8263		425		425		0		0		0		0
5734		135		135		0		0		0		0
1421		4		4		0		97		97		0
3771		7		7		0		27		27		0
4875		99		99		0		34		34		0
4698		7		7		0		88		88		0
2883		8		8		0		47		6		0
5830		298		298		0		117		117		0
4934		171		171		0		127		127		0
3596		4		4		0		0		0		0
4046		1		1		0		160		160		0
7966		8		0		0		139		49		0
8084		8		8		0		9		9		0
8791		105		105		0		54		54		0
3229		7		7		0		41		41		0
3307		4		4		0		98		98		0
9452		547		547		0		118		118		0
8886		494		494		0		50		50		0
8150		100		100		0		135		135		0
4280		11		11		0		85		85		0
1801		3		3		0		4		4		0
7660		376		376		0		117		117		0
6652		326		326		0		43		43		0
5378		320		320		0		6		1		0
392		8		0		0		83		83		0
5288		131		131		0		182		182		0
1107		11		11		0		26		26		0
3659		10		10		0		119		119		0
4334		8		8		0		75		75		0
3734		8		8		0		0		0		0
1557		11		0		0		158		158		0
5114		106		106		0		0		0		0
3430		11		0		0		54		54		0
4590		1		1		0		99		99		0
6435		9		9		0		198		48		0
6792		6		6		0		154		154		0
7614		1		1		0		126		126		0
8351		400		400		0		0		0		0
7762		284		284		0		114		114		0
7628		202		202		0		0		0		0
102		8		0		0		0		0		0
630		2		2		0		193		193		0
6659		6		6		0		62		62		0
2532		4		4		0		0		0		0
5556		10		0		0		148		148		0
7597		92		92		0		186		186		0
996		11		11		0		61		61		0
4473		1		1		0		90		90		0
4621		10		10		0		0		0		0
8938		4		4		0		53		53		0
9918		1250		1073		14337		176		35		27072
3576		135		135		0		177		177		0
546		5		5		0		126		126		0
9864		937		937		0		75		72		0
6615		200		200		0		182		182		0
492		1		0		0		197		141		0
567		8		8		0		73		73		0
881		5		5		0		115		115		0
9747		881		881		0		54		54		0
1593		8		8		0		111		111		0
6454		11		11		0		86		86		0
9670		731		731		0		147		147		0
8949		244		244		0		182		182		0
7170		209		209		0		10		10		0
3545		202		202		0		5		5		0
992		10		10		0		121		96		0
1749		11		11		0		184		184		0
1838		9		9		0		44		44		0
2785		41		41		0		146		146		0
1905		8		0		0		28		28		0
4494		141		141		0		98		98		0
2946		139		139		0		0		0		0
1118		9		9		0		124		124		0
7807		197		184		0		31		31		0
6361		147		140		0		44		44		0
1105		1		1		0		139		139		0
9270		676		676		0		52		52		0
8025		204		204		0		0		0		0
3661		49		49		0		152		152		0
507		3		3		0		42		42		0
1983		4		4		0		48		48		0
3368		6		6		0		0		0		0
8901		662		662		0		4		2		0
7763		199		199		0		31		31		0
5239		61		61		0		112		112		0
1403		5		5		0		48		48		0
2849		4		4		0		93		73		0
3568		1		1		0		194		21		0
8216		120		120		0		13		13		0
2954		3		3		0		109		109		0
7039		503		503		0		154		154		0
6693		328		328		0		169		169		0
1192		6		6		0		175		175		0
3409		176		176		0		152		152		0
2547		10		10		0		166		166		0
4772		11		11		0		0		0		0
5276		4		0		0		164		164		0
6576		6		6		0		0		0		0
8933		102		102		0		0		0		0
8153		21		21		0		74		74		0
4421		16		16		0		0		0		0
1517		8		0		0		0		0		0
5524		2		2		0		9		9		0
8831		5		5		0		0		0		0
9072		456		456		0		92		92		0
8577		380		380		0		66		66		0
7631		275		275		0		96		96		0
1772		9		9		0		0		0		0
4817		225		225		0		41		41		0
2215		41		41		0		182		164		0
1813		8		8		0		24		24		0
5993		138		138		0		38		38		0
3287		8		8		0		120		120		0
2748		1		1		0		1		1		0
4710		6		6		0		30		30		0
5601		7		7		0		61		61		0
5994		6		6		0		23		23		0
7523		173		173		0		72		72		0
6655		164		164		0		5		5		0
3749		126		126		0		33		33		0
1261		7		7		0		109		109		0
6418		11		11		0		106		106		0
6978		170		161		0		78		78		0
3114		146		146		0		15		15		0
691		4		4		0		134		134		0
9076		292		284		0		90		90		0
6389		171		171		0		113		113		0
5563		43		43		0		124		124		0
298		2		2		0		33		33		0
9287		883		879		0		0		0		0
6622		209		209		0		162		162		0
2542		8		8		0		122		122		0
2987		4		4		0		192		192		0
3168		9		9		0		197		197		0
4135		1		1		0		0		0		0
4405		1		1		0		136		136		0
6033		8		8		0		17		17		0
8440		806		806		0		0		0		0
6870		650		650		0		149		149		0
2184		4		4		0		188		188		0
6526		551		551		0		93		93		0
4442		43		42		0		46		46		0
473		8		8		0		34		34		0
6044		509		509		0		32		32		0
5607		386		386		0		117		117		0
1768		15		15		0		123		123		0
961		7		7		0		0		0		0
3821		187		187		0		199		199		0
3689		2		2		0		178		178		0
5154		2		2		0		47		47		0
3410		507		507		0		17		17		0
2824		370		370		0		127		127		0
1957		194		193		0		173		173		0
287		6		6		0		187		187		0
3722		7		7		0		0		0		0
8058		455		455		0		172		172		0
7179		286		286		0		166		166		0
4328		135		135		0		143		143		0
1885		3		3		0		131		131		0
4214		89		89		0		76		3		0
2213		3		0		0		79		79		0
3463		173		173		0		30		30		0
2261		9		9		0		164		64		0
5178		46		46		0		152		13		0
3453		10		10		0		35		35		0
4702		9		9		0		0		0		0
9211		781		781		0		98		98		0
8475		707		707		0		74		74		0
8276		518		518		0		189		189		0
2571		130		130		0		199		199		0
359		4		4		0		67		67		0
620		10		10		0		104		7		0
833		5		5		0		125		125		0
7664		360		360		0		156		156		0
4873		174		174		0		178		168		0
1238		4		4		0		168		168		0
7863		1		1		0		83		83		0
7619		3		3		0		52		17		0
9017		603		603		0		54		54		0
8719		590		590		0		4		4		0
1726		4		0		0		122		122		0
2021		10		10		0		58		58		0
7760		461		461		0		128		128		0
7050		298		298		0		162		162		0
5006		191		191		0		13		13		0
4909		4		4		0		177		177		0
6439		226		226		0		65		65		0
6228		224		224		0		0		0		0
5411		73		73		0		33		33		0
1348		4		4		0		69		69		0
1366		11		11		0		176		176		0
2546		7		7		0		0		0		0
4237		84		84		0		132		132		0
3704		7		7		0		72		72		0
7683		6		6		0		0		0		0
9846		764		764		0		165		165		0
9494		687		687		0		72		72		0
8053		230		230		0		0		0		0
442		6		6		0		54		54		0
7310		13		13		0		107		107		0
2525		3		3		0		0		0		0
4333		160		160		0		66		66		0
3523		1		1		0		152		152		0
2985		109		109		0		0		0		0
1056		9		9		0		98		98		0
2708		17		17		0		80		80		0
1121		9		9		0		0		0		0
9466		511		511		0		176		176		0
2719		1		0		0		60		60		0
9436		327		327		0		181		181		0
3048		8		8		0		101		101		0
6712		121		121		0		4		4		0
5438		3		3		0		116		116		0
7993		326		326		0		0		0		0
6007		175		175		0		150		150		0
3847		16		16		0		150		150		0
1831		8		8		0		0		0		0
6949		1		1		0		28		28		0
8527		28		28		0		72		72		0
4251		18		18		0		0		0		0
152		9		9		0		0		0		0
6371		7		0		0		0		0		0
9653		266		266		0		56		56		0
8271		154		154		0		104		104		0
103		6		6		0		145		145		0
9001		14		14		0		76		76		0
219		10		10		0		0		0		0
8268		153		153		0		17		16		0
6833		11		11		0		141		141		0
9799		690		690		0		29		29		0
9642		683		683		0		0		0		0
9559		573		573		0		109		109		0
2060		6		6		0		66		66		0
8702		565		565		0		8		8		0
2490		5		5		0		136		35		0
8123		180		180		0		103		103		0
5451		10		0		0		163		163		0
8483		434		434		0		126		126		0
7616		257		257		0		175		175		0
182		1		1		0		0		0		0
299		2		2		0		0		0		0
7051		170		170		0		87		87		0
3362		2		2		0		167		167		0
9388		455		434		0		45		45		0
8735		49		49		0		73		73		0
3122		11		11		0		29		29		0
9272		359		347		0		87		87		0
8631		198		191		0		156		156		0
3436		180		180		0		11		11		0
1779		11		11		0		162		162		0
3735		9		9		0		181		181		0
7264		13		13		0		0		0		0
5577		8		8		0		0		0		0
5040		4		4		0		0		0		0
7305		183		183		0		19		19		0
5381		178		178		0		0		0		0
1161		2		2		0		167		167		0
9181		584		584		0		45		45		0
6772		4		4		0		173		173		0
1243		2		2		0		0		0		0
2637		11		0		0		0		0		0
5945		213		213		0		154		154		0
4092		3		3		0		0		0		0
4215		7		0		0		197		197		0
5017		238		238		0		44		44		0
4221		72		72		0		158		158		0
2924		4		4		0		60		60		0
9104		544		544		0		0		0		0
6217		352		352		0		186		186		0
698		4		4		0		0		0		0
3421		1		1		0		67		67		0
4231		4		4		0		107		107		0
4314		161		161		0		185		185		0
4247		160		160		0		0		0		0
689		4		4		0		154		61		0
2937		13		13		0		133		133		0
729		10		10		0		0		0		0
4497		4		4		0		9		6		0
6222		10		10		0		0		0		0
9061		546		546		0		37		37		0
8395		372		368		0		171		171		0
642		13		13		0		87		87		0
618		4		4		0		0		0		0
2629		9		0		0		105		105		0
6019		176		176		0		192		192		0
3009		11		11		0		156		156		0
7036		72		72		0		100		100		0
4277		9		9		0		0		0		0
5604		3		3		0		0		0		0
5891		9		9		0		54		54		0
5264		109		109		0		83		83		0
4642		108		108		0		0		0		0
1955		7		7		0		96		96		0
2516		6		6		0		25		12		0
7135		1		0		0		20		20		0
1459		10		10		0		169		169		0
8384		160		160		0		86		86		0
4140		141		141		0		11		4		0
2792		10		10		0		128		128		0
3755		11		11		0		88		88		0
5101		5		0		0		96		96		0
9482		1190		1026		3936		52		47		980
9254		437		437		0		0		0		0
660		9		9		0		151		151		0
5425		402		402		0		34		34		0
3807		259		259		0		136		136		0
1928		103		6		0		153		153		0
1353		6		0		0		92		6		0
2336		9		9		0		90		52		0
9469		1030		887		11440		157		139		4608
2581		9		0		0		105		105		0
8966		324		324		0		6		6		0
6134		317		317		0		0		0		0
5635		114		114		0		200		200		0
224		4		4		0		102		102		0
1659		198		198		0		86		86		0
1223		11		11		0		178		178		0
902		6		6		0		0		0		0
8434		247		247		0		15		15		0
4382		120		120		0		80		80		0
941		3		0		0		109		109		0
4098		45		45		0		22		22		0
2832		37		37		0		0		0		0
2251		2		0		0		35		35		0
7862		202		202		0		36		36		0
4688		11		11		0		186		126		0
7299		7		7		0		99		99		0
9313		902		874		2492		128		13		3220
8191		893		874		380		0		0		0
2145		196		196		0		0		0		0
235		11		11		0		180		180		0
1505		10		10		0		137		70		0
7545		264		263		0		0		0		0
400		9		9		0		9		9		0
6336		263		263		0		0		0		0
1925		93		93		0		165		165		0
1894		83		83		0		0		0		0
935		9		9		0		69		69		0
6887		8		8		0		131		131		0
947		5		0		0		0		0		0
7265		176		176		0		168		168		0
3244		4		4		0		162		162		0
6800		11		11		0		14		8		0
7730		745		734		0		140		140		0
6245		588		580		328		154		154		0
5359		452		446		132		134		134		0
4781		148		148		0		6		6		0
1814		11		11		0		128		128		0
4547		11		11		0		43		34		0
4936		311		311		0		135		135		0
3570		176		176		0		133		133		0
2389		6		6		0		162		162		0
8134		9		9		0		112		112		0
6863		11		11		0		186		186		0
9662		517		517		0		129		129		0
2281		59		59		0		0		0		0
1472		9		9		0		49		49		0
8918		339		339		0		171		171		0
3359		2		2		0		45		45		0
6836		241		241		0		49		49		0
5486		202		202		0		39		39		0
667		8		8		0		194		194		0
8878		278		278		0		51		51		0
6886		180		180		0		89		89		0
5705		10		10		0		164		5		0
8499		133		133		0		107		75		0
3393		11		11		0		122		28		0
5721		4		0		0		50		50		0
7585		498		498		0		6		6		0
6637		486		486		0		6		6		0
241		6		0		0		54		54		0
2848		78		78		0		31		31		0
288		1		1		0		75		75		0
6289		335		335		0		145		145		0
3713		3		3		0		18		18		0
6172		310		310		0		18		18		0
4922		159		159		0		144		144		0
2091		3		3		0		146		146		0
2398		2		2		0		163		163		0
3480		11		8		0		110		18		0
2633		8		8		0		0		0		0
6108		205		205		0		26		26		0
5022		136		136		0		0		0		0
161		2		2		0		130		35		0
4085		5		0		0		156		156		0
5069		10		0		0		189		189		0
9954		1802		1095		67165		183		13		340
9705		143		143		0		125		125		0
277		1		1		0		141		141		0
9424		30		22		0		110		110		0
1963		4		4		0		0		0		0
2107		3		3		0		19		19		0
8930		111		108		0		0		0		0
2306		2		2		0		0		0		0
2936		5		0		0		0		0		0
5217		2		2		0		106		106		0
7901		5		5		0		34		34		0
3635		5		5		0		0		0		0
8698		168		168		0		0		0		0
676		8		8		0		151		151		0
3233		6		6		0		44		44		0
7150		1		1		0		117		117		0
5406		63		63		0		0		0		0
1097		4		4		0		53		53		0
